gene_id,gene,locus_tag,gene_title,GSM1080843,GSM1080844,GSM1080845,GSM1080849,GSM1080850,GSM1080851
1766846_s_at,1766846_s_at,,,246.788,221.5507,311.2164,298.2379,341.8207,275.7542
1766847_s_at,uidR,b1618,uid operon repressor,2907.812,2596.357,2297.185,2019.877,2017.87,1865.121
1766848_s_at,ntpA,b1865,dATP pyrophosphohydrolase,2008.115,1683.601,2104.682,1112.337,860.5074,1156.589
1766849_s_at,wzy,Z3203,O antigen polymerase,13.42503,3.671745,0.6003969,0.7681959,5.89286,9.737417
1766850_s_at,Z4188,Z4188,type III secretion apparatus protein,10.93098,11.36114,8.698028,5.621264,7.356909,8.080835
1766851_s_at,Z4405,Z4405,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,6.911324,8.532011,15.83146,44.0492,3.518358,39.70338
1766852_at,mchD,c1230,MchD protein,14.58589,2.948499,10.6778,19.49611,7.47883,11.17505
1766853_at,c4647,c4647,hypothetical protein,0.2596621,0.2580817,1.465674,12.90463,1.525128,0.4335159
1766854_s_at,c2047,c2047,hypothetical protein,216.5691,256.8236,321.1424,136.0057,283.3262,192.9563
1766855_at,dxs,c0531,1-deoxy-D-xylulose-5-phosphate synthase,9.902552,12.87397,18.63206,25.85304,24.24306,40.43082
1766856_s_at,pta,c2840,phosphate acetyltransferase,5.170931,5.999601,13.09657,5.197728,1.288897,2.452579
1766857_s_at,c2521,c2521,hypothetical protein,49.24561,33.60746,18.15228,16.52779,6.185807,21.76119
1766858_s_at,Z2046,Z2046,DNA-binding transcriptional regulator DicC,1.011077,0.6830337,2.705202,3.371184,5.991799,7.809851
1766859_at,sdhA,c0801,succinate dehydrogenase flavoprotein subunit,17.94747,0.8737964,13.1037,2.963766,21.45238,29.20648
1766860_at,c1218,c1218,hypothetical protein,1.16632,2.637386,1.004632,2.27995,13.72235,1.585709
1766861_at,caiB,b0038,crotonobetainyl CoA:carnitine CoA transferase,25.98014,31.29182,45.93119,20.91185,14.71059,27.23892
1766862_s_at,yecS,b1918,amino-acid ABC transporter permease YecS,1994.615,1740.441,1630.271,712.3381,798.3945,1016.92
1766863_s_at,1766863_s_at,,,29.32772,52.65142,58.39614,123.488,127.0354,187.1965
1766864_s_at,ydfH,b1540,transcriptional regulator YdfH,1143.578,1584.25,1805.543,467.1765,832.0181,705.8794
1766865_at,c3663,c3663,hypothetical protein,5.976982,1.943175,7.574215,1.271632,0.8023124,6.392834
1766866_s_at,c3572,c3572,hypothetical protein,0.7470213,0.4129691,4.157503,2.477708,0.4959675,5.067741
1766867_at,ynbD,c1837,hypothetical protein,0.6668208,6.656989,1.436059,2.492261,2.325292,3.850109
1766868_s_at,sucA,b0726,2-oxoglutarate dehydrogenase E1,4564.162,3704.693,3269.349,722.5387,446.4383,676.4307
1766869_s_at,c2835,b2294,hypothetical protein,2760.943,1917.655,2368.019,2606.242,1733.354,1363.66
1766870_s_at,c3554,c3554,hypothetical protein,174.2807,388.0827,258.4076,305.6953,309.4518,212.8418
1766871_s_at,sbcB,b2011,exonuclease I,833.2799,1064.688,1104.974,354.7761,360.6669,325.3741
1766872_s_at,yhcI,Z4580,N-acetylmannosamine kinase,8.096725,4.205,5.459718,42.34474,23.77424,60.63567
1766873_s_at,mdh,b3236,malate dehydrogenase,8320.167,5665.894,5341.011,10525.86,8750.161,7563.859
1766874_at,ECs2802,ECs2802,antirestriction protein,12.45331,0.9248397,17.10516,1.063726,7.87297,14.15921
1766875_s_at,c4569,c4569,hypothetical protein,3.875499,1.235496,2.186423,8.080985,1.575917,5.375756
1766876_s_at,yejG,b2181,hypothetical protein,1710.498,1222.082,1036.339,22569.2,23874.73,30589.55
1766877_s_at,c2254,b1844,exodeoxyribonuclease X,996.4377,1158.491,1571.587,984.3525,942.6318,925.3187
1766878_s_at,1766878_s_at,,,43.03157,78.67876,59.99765,169.4751,86.91656,108.189
1766879_at,c3636,c3636,hypothetical protein,3.308805,0.9988678,1.950732,1.949555,2.046427,3.417302
1766880_s_at,c1628,b1180,hypothetical protein,7287.792,4427.149,5844.037,8429.872,5719.939,5896.778
1766881_s_at,yfiP,b2583,hypothetical protein,147.0504,273.588,287.2253,310.1842,414.1193,517.0077
1766882_s_at,ECs5423,c1683,hypothetical protein,22.28994,22.88193,29.49793,85.00224,75.31346,79.22822
1766883_s_at,ycdL,b1011,isochorismatase family protein ycdL,32.64561,30.23077,37.70431,51.60545,61.27129,79.55044
1766884_s_at,c4371,c4371,hypothetical protein,27.45266,39.59269,34.91277,103.4159,139.5334,138.5831
1766885_s_at,c1337,c1337,hypothetical protein,2.011632,1.144003,5.778838,1.709936,64.28825,101.0538
1766886_at,Z6011,Z6011,hypothetical protein,1.948681,4.698903,15.38616,13.24837,4.931377,37.20565
1766887_s_at,rimK,b0852,ribosomal protein S6 modification protein,381.3414,341.6512,433.0078,346.1892,366.6908,476.5124
1766888_s_at,Z1483,Z1483,tail fiber protein of bacteriophage BP-933W,10.22484,11.62915,1.361896,12.94648,4.067605,3.76174
1766889_at,c3274,c3274,hypothetical protein,4.976301,0.3151111,2.419836,1.510298,5.934462,1.615732
1766890_s_at,ECs5380,Z0701,hypothetical protein,21.37155,8.671597,5.491408,23.19144,14.83026,33.9849
1766891_s_at,Z4190,Z4190,surface presentation of antigens protein SpaO,1.116282,0.7297423,1.185929,12.019,0.8673114,3.281687
1766892_s_at,rcsA,b1951,colanic acid capsular biosynthesis activation protein A,1878.235,2673.294,1596.523,83.75046,134.731,102.7659
1766893_s_at,yebW,b1837,hypothetical protein,1505.562,1206.626,1850.073,2044.891,4334.961,3470.175
1766894_at,c2403,c2403,hypothetical protein,0.6192436,0.7958735,0.3553538,0.7871856,0.3183535,9.924263
1766895_s_at,Z3954,b2654,hypothetical protein,7.040255,7.5607,2.508461,29.99317,19.68519,18.37888
1766896_at,c2475,c2475,hypothetical protein,0.6465948,0.5098217,0.2772975,0.8425948,1.288336,15.95319
1766897_at,c0291,c0291,hypothetical protein,10.29053,1.746297,19.13389,19.53619,12.15837,3.964101
1766898_s_at,creC,b4399,sensory histidine kinase CreC,261.0794,179.2539,232.6509,53.49588,45.64783,63.64065
1766899_s_at,minE,b1174,cell division topological specificity factor MinE,7897.699,7683.498,8323.617,1782.657,1199.125,1583.328
1766900_s_at,rpsU,b3065,30S ribosomal protein S21,3793.855,4185.222,3009.427,18140.29,17482.92,20770.37
1766901_s_at,fhuE,b1102,ferric-rhodotorulic acid outer membrane transporter,2029.131,2552.981,2766.621,23.19773,90.65231,83.15276
1766902_s_at,terZ_2,Z1171,"phage inhibition, colicin resistance and tellurite resistance protein",0.8836664,0.7050711,3.112997,2.188624,19.24846,3.150365
1766903_at,c5021,c5021,oxidoreductase,11.42575,9.514764,7.431173,9.888231,12.96434,18.30903
1766904_s_at,c3084,c3084,hypothetical protein,192.9551,211.4998,224.5709,170.9173,288.7702,276.9595
1766905_s_at,terA_2,Z1172,"phage inhibition, colicin resistance and tellurite resistance protein",10.5274,4.349104,22.20559,1.390603,9.854505,6.507859
1766906_at,mtr,c3914,tryptophan permease,77.17153,93.80165,64.41243,91.03482,79.08985,71.83726
1766907_s_at,yiiL,c4850,hypothetical protein,16.84575,13.804,1.657075,5.70948,4.074018,1.65195
1766908_s_at,gcvR,b2479,glycine cleavage system transcriptional repressor,2854.97,3471.813,3963.424,468.4079,470.4831,314.2935
1766909_s_at,1766909_s_at,,,9.919564,12.69041,1.834099,70.87183,56.9954,27.01917
1766910_at,yfbK,b2270,Von Willebrand factor domain putative lipoprotein,1.428499,27.59337,26.39641,56.37962,76.48268,105.9376
1766911_s_at,nlpC,b1708,lipoprotein NlpC,1216.008,1126.404,1789.473,1710.675,1330.096,1068.95
1766912_at,ECs3499,ECs3499,hypothetical protein,2.372527,2.324656,0.9843679,9.158698,1.083937,2.087419
1766913_s_at,pykF,b1676,pyruvate kinase,1329.578,1102.985,1032.827,160.3391,276.5458,244.4282
1766914_s_at,1766914_s_at,,,2.300291,20.03194,19.10779,23.8357,20.78111,48.13179
1766915_s_at,mscL,b3291,large-conductance mechanosensitive channel,1615.224,1203.089,1141.365,887.1513,870.9905,776.4358
1766916_s_at,shiA,b1981,shikimate transporter,4427.214,3310.68,3712.441,649.1028,511.6521,479.871
1766917_s_at,atoS,b2219,sensory histidine kinase AtoS,140.9467,139.8613,154.6792,28.39958,36.55931,68.36334
1766918_s_at,yniB,b1726,hypothetical protein,1045.664,1384.848,1307.617,1574.149,1732.585,1394.729
1766919_at,fdoG,c5624,"formate dehydrogenase-O, major subunit",45.29305,31.05472,30.18619,60.86503,16.38189,62.09566
1766920_s_at,glpX,b3925,"fructose 1,6-bisphosphatase II",1741.013,2182.401,1609.699,444.7344,454.6277,503.571
1766921_at,ytfQ,c5325,ABC transporter periplasmic-binding protein,29.71124,3.805338,11.77133,28.02862,74.46826,56.56112
1766922_s_at,wcaF,b2054,colanic acid biosynthesis acetyltransferase WcaF,26.56025,16.61428,16.40911,3.855173,6.74933,19.07997
1766923_s_at,insE1,b0298,IS3 transposase A,1664.974,1926.956,2106.121,3472.35,4322.034,4581.805
1766924_s_at,yeiH,b2158,hypothetical protein,438.8248,500.933,806.7272,723.7748,1104.748,983.2009
1766925_s_at,ybjW,b0873,hydroxylamine reductase,81.19807,43.46418,42.92836,72.08408,68.81776,59.77269
1766926_s_at,zraP,c4960,zinc resistance protein,18.82764,16.28226,18.2468,88.78146,75.18274,44.41996
1766927_s_at,Z1957,Z1957,transposase for IS629,12.76867,4.146889,18.44966,12.39642,38.36826,24.0738
1766928_at,c4546,c4546,hypothetical protein,8.183548,8.992823,17.65543,5.692672,10.83186,9.883582
1766929_s_at,1766929_s_at,,,12.40843,17.56358,12.2045,40.69412,7.930894,8.85301
1766930_s_at,yafF,b1460,pseudo,61.49864,62.10278,85.62782,222.1771,306.9057,259.4479
1766931_at,Z3388,Z3388,hypothetical protein,0.5205119,0.8006964,0.5111504,1.087794,0.5183072,3.544137
1766932_s_at,yjiJ,b4332,hypothetical protein,36.57335,62.45863,51.64567,58.0081,68.11636,127.0708
1766933_s_at,dmsB,b0895,anaerobic dimethyl sulfoxide reductase subunit B,280.2019,48.22101,171.4012,123.0986,220.7163,162.6132
1766934_at,recG,b3652,ATP-dependent DNA helicase,171.0329,236.8067,249.8641,11.86629,75.01289,54.16397
1766935_s_at,basR,b4113,DNA-binding transcriptional regulator BasR,1736.941,2024.656,1336.122,440.7288,372.4815,307.7592
1766936_s_at,Z2366,Z2366,hypothetical protein,7.232851,2.774923,0.4124597,4.202318,0.3360706,0.5133138
1766937_s_at,c2203,c2203,hypothetical protein,1.065107,2.940695,13.70309,35.76199,32.43179,66.32269
1766938_s_at,c1489,c1489,hypothetical protein,0.8707619,0.3999192,4.893729,2.805727,2.768216,35.02277
1766939_at,c3397,c3397,hypothetical protein,5.754773,8.374444,0.8414642,2.333427,5.775308,3.264449
1766940_at,c1884,c1884,hypothetical protein,11.674,14.06731,1.616782,10.8361,25.99715,23.26878
1766941_s_at,1766941_s_at,,,130.3743,232.5409,389.0312,333.9762,394.369,352.2007
1766942_s_at,eae,Z5110,intimin adherence protein,20.36918,24.63492,20.05464,41.11773,5.236798,9.587595
1766943_s_at,c0018,c0018,glutamate dehydrogenase,45.03709,32.30323,41.33802,59.49977,24.43773,167.8796
1766944_at,lhgO,b2660,L-2-hydroxyglutarate oxidase,99.0983,49.84285,57.99707,25.81621,36.18147,51.32523
1766945_at,c4813,c4813,hypothetical protein,43.50615,39.57006,30.91557,31.42027,60.61882,22.93093
1766946_s_at,Z6029,Z1916,tail component of cryptic prophage CP-933P,5.234153,2.702474,13.43795,3.559843,1.54608,11.0179
1766947_s_at,c1468,Z6027,hypothetical protein,8.754365,4.888002,3.243282,0.7065632,2.172053,13.09254
1766948_s_at,c2317,c2317,hypothetical protein,45.48504,77.71568,54.36525,1046.777,1692.902,1015.423
1766949_s_at,hslV,b3932,ATP-dependent protease peptidase subunit,135.7526,130.1289,149.8723,2457.945,162.9031,806.3704
1766950_at,yagK,b0277,CP4-6 prophage; conserved protein,65.65201,64.74403,83.45237,271.2759,240.7018,354.0065
1766951_at,Z1550,Z1550,hypothetical protein,30.91249,15.2619,1.989961,5.380498,7.807138,24.33473
1766952_s_at,sprT,Z4289,hypothetical protein,1.49147,6.024581,12.38305,1.213452,8.710603,31.36983
1766953_s_at,Z1337,ECs1073,hypothetical protein,4.158999,6.409875,4.232295,3.452663,2.117694,8.607586
1766954_at,ynjC,c2156,ABC transporter permease,11.88768,25.30515,24.70877,13.15585,11.97928,8.438884
1766955_s_at,argE,b3957,acetylornithine deacetylase,583.1576,365.5334,479.0073,326.959,427.4131,183.8152
1766956_at,betB,c0432,betaine aldehyde dehydrogenase,2.515269,0.9784647,3.799146,4.558313,1.862243,13.41412
1766957_at,ydaW,b1361,pseudo,124.9352,90.76833,99.65104,100.9252,92.1711,47.6638
1766958_s_at,thiH,b3990,thiamine biosynthesis protein ThiH,69.59634,91.48247,174.9916,9.020136,30.09993,22.73339
1766959_at,c4209,c4209,minor fimbrial subunit,5.176373,2.725682,14.92049,0.8753471,10.44078,3.923265
1766960_s_at,Z0250,ECs0218,macrophage toxin,14.15438,13.80749,15.9731,36.68842,19.49994,27.25441
1766961_s_at,1766961_s_at,,,151.9503,283.2116,266.9769,341.4431,249.6991,213.7264
1766962_s_at,ybjD,b0876,hypothetical protein,446.9204,466.596,712.8699,339.6426,327.5659,373.8993
1766963_s_at,Z1097,Z1097,hypothetical protein,3.904228,10.72572,0.3756477,4.658488,3.888973,1.984051
1766964_s_at,pntA,b1603,NAD(P) transhydrogenase subunit alpha,3022.229,2049.734,2644.755,2700.193,2075.847,2130.413
1766965_at,dfrA1,,dihydrofolate reductase,23.13063,1.732693,0.3874809,20.19015,20.14526,7.176902
1766966_s_at,ydaL,b1340,hypothetical protein,303.1864,341.749,451.798,1802.194,2548.623,2137.261
1766967_s_at,marB,Z2169,hypothetical protein,7.760007,6.72017,28.9806,39.91752,39.49111,86.21896
1766968_s_at,yjgL,Z5865,hypothetical protein,2.033663,1.77773,0.7623897,0.622403,0.4270361,11.30444
1766969_s_at,ymgD,b1171,hypothetical protein,72.51643,79.69553,106.4592,334.7391,499.5038,590.8976
1766970_s_at,yihO,b3876,permease,28.69601,18.11022,22.71702,48.53627,84.61874,98.46064
1766971_s_at,rihA,b0651,ribonucleoside hydrolase 1,2453.445,2693.316,2067.059,83.37677,111.1796,103.447
1766972_s_at,Z0406,Z0406,hypothetical protein,6.040145,11.67445,35.19103,50.15104,10.18609,12.31106
1766973_s_at,ycgJ,b1177,hypothetical protein,1011.722,1507.199,1003.222,1626.549,1520.714,842.7764
1766974_s_at,ychF,b1203,GTP-dependent nucleic acid-binding protein EngD,1167.585,1785.116,1425.129,2282.3,3080.573,2687.251
1766975_at,c0253,c0253,hypothetical protein,2.49807,2.21461,3.442757,23.37551,24.77111,5.692252
1766976_s_at,yhjR,b3535,hypothetical protein,1767.991,1953.891,1821.308,1582.415,1092.023,1106.722
1766977_s_at,pheM,b1715,phenylalanyl-tRNA synthetase operon leader peptide,6781.242,7159.408,8811.454,12917.09,9075.951,7800.02
1766978_s_at,Z2086,Z2086,division inhibition protein DicB within CP-933O,10.5195,18.25512,20.82846,14.7552,4.776977,19.52937
1766979_at,valS,c5358,valyl-tRNA synthetase,1.609339,2.398834,15.63883,3.641841,9.029881,2.587751
1766980_s_at,fliI,b1941,flagellum-specific ATP synthase,3498.368,4694.503,4344.525,31.90614,61.5605,66.72438
1766981_at,c3204,c3204,hypothetical protein,0.7676176,0.5309395,1.052267,2.536592,1.373821,3.273924
1766982_s_at,yedV,b1968,2-component sensor protein,249.5485,683.2207,390.4122,24.36582,43.12682,45.24542
1766983_s_at,1766983_s_at,,,18.7218,16.79699,4.998198,61.6065,57.20602,105.4314
1766984_s_at,Z5897,Z5897,hypothetical protein,1.222782,13.00894,2.300059,12.93552,2.847521,20.27225
1766985_at,ECs1775,ECs1775,hypothetical protein,7.194463,10.63165,1.450966,32.26137,3.613317,28.528
1766986_s_at,bioF,b0776,8-amino-7-oxononanoate synthase,225.1947,269.9882,301.8501,35.70662,96.09779,82.56137
1766987_s_at,1766987_s_at,,,18.69711,89.2242,153.5962,14.38524,11.19661,0.9727303
1766988_at,ybgD,b0719,putative fimbrial-like adhesin protein,12.94911,11.99861,13.35791,63.29699,144.6711,141.678
1766989_at,c0394,c0394,hypothetical protein,7.441685,7.288542,8.556525,0.9157149,1.100863,16.48919
1766990_s_at,yeaC,b1777,hypothetical protein,5648.247,5443.432,4673.333,13081.96,13562.9,15047.92
1766991_s_at,c2300,c2300,hypothetical protein,7775.879,6627.209,7950.574,541.8662,829.7108,714.8602
1766992_at,c1526,c1526,hypothetical protein,4.560384,2.923604,4.139508,5.187747,4.501663,7.155549
1766993_s_at,fre,b3844,FMN reductase,2919.207,3378.037,2900.2,936.9337,1095.467,1147.265
1766994_at,1766994_at,,,1.744555,0.9759762,0.6528146,4.43176,2.953055,2.717409
1766995_s_at,narP,b2193,transcriptional regulator NarP,529.8965,486.0409,583.7554,1765.192,3059.194,2911.901
1766996_s_at,c2142,c2142,hypothetical protein,162.0061,135.456,151.1418,623.6652,603.1943,695.112
1766997_s_at,phoU,b3724,transcriptional regulator PhoU,876.3322,1020.752,949.5052,717.7606,810.7133,535.5293
1766998_at,c1892,c1892,hypothetical protein,1.58418,0.6075402,5.026153,2.29975,0.9295307,1.347713
1766999_at,c2399,c2399,hypothetical protein,1.085669,0.9729333,2.079457,18.50232,17.5119,25.17065
1767000_s_at,glcD,b2979,glycolate oxidase subunit GlcD,529.4788,949.8215,665.416,99.07088,322.7772,80.60578
1767001_s_at,1767001_s_at,,,2.458764,4.318398,1.578128,17.92585,36.55865,14.86707
1767002_s_at,ybhT,b0762,hypothetical protein,5406.75,5359.234,5139.036,12879.2,11413.8,11975.54
1767003_s_at,yceG,c1367,hypothetical protein,90.01727,84.80122,103.8511,68.24612,183.0796,134.3002
1767004_s_at,gltP,Z5676,glutamate/aspartate:proton symporter,5.261909,1.00115,7.699872,0.7032124,0.8835084,0.9949587
1767005_at,c3198,c3198,hypothetical protein,1.28643,4.180264,20.04831,10.3389,10.84488,2.516274
1767006_s_at,1767006_s_at,,,748.6457,276.1123,530.6605,532.9173,411.7305,480.2135
1767007_s_at,1767007_s_at,,,122.3666,57.32588,113.7676,203.6584,163.9184,119.711
1767008_at,c0329,c0329,hypothetical protein,6.877961,2.131899,1.102488,13.67485,3.323889,7.767701
1767009_s_at,ureB,Z1144,urease subunit beta,13.6623,14.27937,8.990581,25.67788,16.22619,13.47576
1767010_s_at,c2149,c2149,hypothetical protein,40.12486,44.00472,76.42364,295.7581,336.6625,251.4626
1767011_s_at,Z4047,Z4047,decarboxylase,6.740477,3.602443,0.4595728,10.11062,4.379246,5.404512
1767012_s_at,1767012_s_at,,,35.35137,62.93479,112.7789,88.06371,52.92215,95.96021
1767013_s_at,ascG,b2714,ascBF operon repressor,870.0384,868.6138,909.2168,1234.661,1266.906,887.2725
1767014_at,c1208,c1208,hypothetical protein,33.8316,45.4338,55.59508,54.65316,30.85545,47.36372
1767015_at,yfjV,b2641,pseudo,141.6388,196.5716,169.1115,193.775,284.3775,302.2757
1767016_at,c4854,c4854,hypothetical protein,1.101425,11.62036,0.7374666,2.89951,4.009209,23.92284
1767017_s_at,ygbF,Z4062,hypothetical protein,47.10746,16.21852,13.58958,40.11461,34.73415,50.05351
1767018_s_at,1767018_s_at,,,17.04554,27.97504,58.15257,72.26292,87.93201,114.4796
1767019_s_at,yecR,b1904,hypothetical protein,3069.765,4705.197,4588.842,3354.075,3538.758,1989.353
1767020_s_at,pldB,b3825,lysophospholipase L2,522.6699,829.7225,921.9459,795.3981,1498.039,1172.047
1767021_s_at,ybjL,b0847,hypothetical protein,332.3962,449.3087,416.7411,289.8297,524.7036,756.0978
1767022_at,c5423,c5423,restriction modification enzyme S subunit,8.532829,1.39955,3.225428,4.710044,0.365092,11.99243
1767023_s_at,c5416,c5416,hypothetical protein,43.97558,54.30832,84.06522,88.12266,118.8555,115.5162
1767024_s_at,yjaB,b4012,hypothetical protein,408.1276,613.8381,376.6799,1292.468,2161.02,1746.213
1767025_s_at,frwB,b3950,PTS system fructose-like transporter subunit EIIB,444.8068,223.8463,207.6017,426.598,274.0402,299.9063
1767026_at,c0970,c0970,hypothetical protein,0.6567003,0.509491,3.257375,2.240731,0.7554644,1.105352
1767027_s_at,Z3940,Z3940,hypothetical protein,0.3623141,0.2405138,0.9840984,10.3235,1.40338,6.555504
1767028_s_at,yjeK,b4146,hypothetical protein,831.1526,1149.669,1080.761,229.1438,284.9329,331.7729
1767029_s_at,yfbV,ECs3179,hypothetical protein,905.0696,1027.74,1130.965,3823.741,5086.28,4393.908
1767030_at,yehX,c2659,ABC transporter ATP-binding protein,103.188,77.93788,101.8839,58.70498,53.49973,51.08867
1767031_at,yjhI,b4299,putative DNA-binding transcriptional regulator,123.6409,86.80421,127.7913,52.79623,51.94573,63.97731
1767032_at,mukB,c1066,cell division protein MukB,59.76593,54.89,70.71389,56.95689,18.46415,62.50999
1767033_s_at,ycbX,b0947,hypothetical protein,808.6123,874.7717,682.9183,89.24686,99.75954,129.5529
1767034_s_at,xylF,b3566,D-xylose transporter subunit XylF,333.8841,242.9616,254.2688,44.27134,43.2778,59.06432
1767035_at,c0078,c0078,hypothetical protein,9.054159,5.217696,1.029483,1.940704,13.15589,0.8935831
1767036_at,paaX,b1399,"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer",1168.899,1174.497,1031.976,593.7917,772.9738,637.0109
1767037_at,trkG,b1363,Rac prophage; potassium transporter subunit,287.9477,472.295,472.51,57.21989,104.1898,154.2037
1767038_s_at,folA,b0048,dihydrofolate reductase,1335.587,1465.583,884.2538,3889.498,3891.222,2564.512
