gene_id,ceftazidime_2,ceftazidime_3,ceftazidime_4,control_2,control_3,control_4,kanamycin_2,kanamycin_3,kanamycin_4
b4609,0,0,0,0,0,0,0,0,0
b4611,6,11,11,7,7,11,29,25,22
b4613,1217,1612,1514,320,516,365,6711,5827,6015
b4614,0,0,1,0,0,0,27,20,29
b4615,1,2,0,0,3,0,3,5,6
b4616,5,3,2,2,7,1,2,6,9
b4618,1474,1954,1970,678,970,829,26977,31907,35288
b4620,6,9,8,12,13,7,20,36,34
b4621,0,1,1,1,0,0,1,0,0
b4622,1,0,1,0,0,0,1,1,0
b4623,13,21,22,12,8,10,134,142,151
b4624,106,207,252,192,195,235,524,646,576
b4625,3,9,5,4,3,3,55,50,62
b4626,0,4,2,0,1,2,3,3,3
b4627,0,0,0,0,0,0,0,0,0
b4628,0,0,0,0,0,0,0,0,0
b4629,6,4,6,4,1,0,143,122,160
b4630,0,0,0,0,0,0,3,7,6
b4631,0,2,3,0,0,0,26,34,35
b4632,4,2,5,0,2,0,57,76,61
b4633,0,0,0,0,0,0,0,0,0
b4634,0,2,2,0,3,0,2,4,4
b4635,5,0,1,0,3,0,65,75,77
b4636,0,0,1,0,0,0,0,3,2
b4637,34,29,31,16,14,11,12,5,5
b4638,52,56,86,14,24,11,22,33,52
b4639,7,12,36,3,1,3,50,56,81
b4640,19,37,93,20,27,25,417,467,464
b4641,29,49,85,25,37,18,356,307,359
b4642,47,48,49,22,13,13,89,145,110
b4643,0,2,2,0,1,0,18,11,11
b4644,3,0,0,0,0,1,4,2,10
b4645,23,35,23,8,9,11,158,194,133
b4646,4,13,17,2,4,3,18,25,18
b4647,0,0,0,0,0,0,0,1,0
b4648,4,4,3,7,9,2,27,44,59
b4649,4,0,0,0,1,0,9,7,14
b4650,0,0,1,0,0,0,0,3,0
b4651,2,0,1,0,3,1,6,3,3
b4652,3,0,2,1,1,0,5,7,0
b4653,0,1,0,0,0,0,12,12,20
b4654,0,0,2,0,0,0,0,5,3
b4655,3,0,0,0,0,0,26,20,21
b4656,238,376,377,291,320,370,424,622,375
b4657,2,2,6,1,2,0,8,16,24
b4658,207,303,198,639,822,610,67,83,76
b4659,202,211,251,118,157,114,131,182,205
b4660,9,9,48,10,29,23,7,15,15
b4661,111,110,214,62,109,79,574,713,662
b4662,0,0,0,0,0,0,0,0,0
b4663,13,25,7,0,4,7,9,15,8
b4664,0,0,1,0,0,0,0,2,0
b4665,3,2,6,1,4,1,19,14,14
b4666,3,6,2,2,4,6,8,11,13
b4667,11,27,32,13,17,4,37,44,27
b4668,7,13,19,4,3,1,15,24,36
b4669,0,0,0,0,0,0,0,0,0
b4670,14,15,32,5,6,4,73,111,119
b4671,1,0,0,0,3,0,13,10,8
b4672,7,12,17,13,6,4,35,50,68
b4673,0,0,0,0,0,0,0,0,0
b4674,0,1,0,0,0,0,4,1,2
b4675,8,4,5,1,1,0,9,12,22
b4676,0,0,0,0,0,0,0,0,0
b4677,3,5,3,6,2,3,12,11,24
b4678,1,3,0,2,1,0,1,3,0
b4679,52,81,98,162,230,137,32,34,54
b4680,135,170,123,32,58,42,136,86,109
b4682,0,1,0,0,0,0,0,3,2
b4683,0,0,0,0,0,0,0,0,0
b4684,1,0,0,0,0,0,0,0,0
b4685,4,1,6,1,0,0,1,0,0
b4686,242,260,369,258,251,194,316,341,375
b4687,109,158,154,35,79,61,1997,1652,1613
b4688,9,11,15,16,18,17,2,5,11
b4689,0,0,0,0,0,0,0,0,0
b4690,60,83,48,42,61,47,167,193,213
b4691,47,56,68,106,136,129,31,36,49
b4692,1,0,0,2,2,0,2,4,6
b4693,1,5,1,13,26,14,35,57,40
b4694,13,34,30,14,23,20,41,44,68
b4695,0,0,0,0,0,0,0,0,0
b4696,255,240,281,280,363,367,1587,1777,1653
b4697,0,0,1,0,0,0,0,1,0
b4698,2,0,1,0,0,0,9,3,5
b4699,1,2,0,3,3,3,17,24,17
b4700,1,2,0,0,2,2,4,4,5
b4701,0,0,0,3,0,0,17,14,15
b4702,26,29,54,19,19,29,45,44,39
b4703,21,32,12,39,28,22,178,258,228
b4704,32,120,79,720,1299,934,3,3,3
b4705,331,392,299,465,691,691,1557,1692,1212
b4706,0,0,0,0,0,0,0,0,0
b4707,0,0,0,0,0,0,0,0,0
b4708,4,4,2,3,4,5,3,11,12
b4712,42,30,40,29,31,40,11,24,23
b4713,0,1,1,2,1,1,8,5,15
b4714,0,0,0,0,0,1,9,17,21
