antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,lldD,b3605,1465.0,2.199,4.592,0.0002296,0.003419,5.422955877348288,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,aphA,b4055,1307.0,2.209,4.624,0.0002537,0.003692,5.373918921590292,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ebgC,b3077,32.52,1.735,3.329,4.405e-05,0.0008574,5.320926663632045,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ytfR,b4485,110.2,1.415,2.667,6.949e-06,0.0001847,5.282949342952058,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,astC,b1748,2061.0,2.611,6.109,0.0008242,0.009755,5.250127588289568,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,astA,b1747,1427.0,2.585,6.0,0.0007884,0.009383,5.241496663297941,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydeQ,b1502,28.21,-1.977,0.254,0.0001385,0.002261,5.230547788243224,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,flgK,b1082,6122.0,1.07,2.099,2.965e-07,1.309e-05,5.224874578190692,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,recN,b2616,904.7,-0.7717,0.5857,1.726e-09,1.758e-07,5.212818937451677,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cheZ,b1881,1347.0,1.221,2.332,1.482e-06,5.48e-05,5.202948938090586,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,abgR,b1339,119.2,1.213,2.318,1.397e-06,5.211e-05,5.195374738248719,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fadA,b3845,230.9,1.976,3.934,0.0001469,0.002363,5.190035686054439,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mdtJ,b1600,163.2,-1.649,0.3188,3.631e-05,0.0007194,5.18285575518737,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydcJ,b1423,137.4,1.58,2.989,2.513e-05,0.0005294,5.17642137959478,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,puuC,b1300,300.4,1.463,2.758,1.351e-05,0.0003188,5.115352708484679,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,argI,b4254,64.17,1.419,2.675,1.198e-05,0.0002889,5.022199238123084,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,aldB,b3588,83.63,1.627,3.089,4.489e-05,0.0008699,4.979483398717576,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dinB,b0231,217.7,-1.013,0.4954,2.696e-07,1.221e-05,4.977157032423834,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rihA,b0651,1964.0,1.892,3.711,0.0001482,0.002368,4.967669827287731,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,amtB,b0451,2765.0,2.233,4.7,0.0004488,0.006035,4.955747646190289,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,paaA,b1388,54.23,2.342,5.07,0.0005988,0.007703,4.949442519209063,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glpF,b3927,6094.0,1.883,3.688,0.00015,0.002378,4.940593085917727,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymgA,b1165,56.13,-1.687,0.3106,6.437e-05,0.00119,4.9335522761308015,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gatZ,b2095,29140.0,1.566,2.961,3.588e-05,0.0007141,4.927013354204912,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mtfA,b1976,1015.0,1.731,3.319,8.333e-05,0.001473,4.901841045215407,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,pspA,b1304,815.9,-2.074,0.2375,0.00031,0.004393,4.888913264427726,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gatA,b2094,12000.0,1.61,3.052,5.071e-05,0.00097,4.8512975078313465,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fumA,b1612,6019.0,1.247,2.373,4.507e-06,0.0001299,4.8463293886119345,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,malX,b1621,423.6,1.829,3.553,0.0001413,0.002297,4.826436539788298,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,lgoR,b4357,219.6,2.798,6.956,0.001856,0.01907,4.811578760857277,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,yqcE,b2775,18.81,2.067,4.189,0.0003434,0.004777,4.797186116267308,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,relA,b2784,3910.0,1.043,2.061,6.849e-07,2.666e-05,4.770827868683812,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mepS,b2175,6715.0,0.7432,1.674,4.186e-09,3.936e-07,4.760155057290885,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,ydfJ,b1543,14.39,-2.232,0.2129,0.0006106,0.00781,4.703602892385866,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,ompL,b3875,10.61,-2.255,0.2095,0.0007602,0.009213,4.59027558452804,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,yfcV,b2339,6.203,-2.909,0.1332,0.002824,0.02661,4.58154445993001,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cynR,b0338,106.3,-1.202,0.4347,5.913e-06,0.000161,4.559395297009717,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,patA,b3073,347.4,1.417,2.67,2.958e-05,0.0006106,4.5545826144529356,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hdeD,b3511,123.1,1.257,2.39,9.572e-06,0.0002397,4.550757281219697,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hisQ,b2308,498.4,1.307,2.475,1.486e-05,0.0003452,4.5247414813345745,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,paaD,b1391,22.29,2.198,4.587,0.000709,0.008838,4.513913914096648,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gatY,b2096,21410.0,1.6,3.032,8.719e-05,0.001518,4.509965165504862,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,manX,b1817,13210.0,1.821,3.534,0.0002486,0.003629,4.4436279309067865,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,ibpB,b3686,655.9,-3.097,0.1168,0.004387,0.0368,4.441569305568116,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glaR,b2664,125.5,1.301,2.464,1.742e-05,0.0004006,4.419873060610217,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dadX,b1190,2705.0,1.255,2.387,1.297e-05,0.0003095,4.404220880038048,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygeX,b2871,16.0,1.634,3.103,0.0001237,0.002067,4.386733661191011,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hslJ,b1379,658.9,-1.207,0.4332,9.287e-06,0.0002342,4.381908622881233,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cheY,b1882,382.5,1.239,2.36,1.266e-05,0.0003037,4.358250902813269,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,puuP,b1296,117.7,1.426,2.688,4.671e-05,0.0009014,4.342287568373949,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,ydeR,b1503,11.12,-2.346,0.1967,0.001313,0.01439,4.321189377424725,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tap,b1885,2493.0,1.22,2.33,1.327e-05,0.000315,4.2720611243766875,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yobF,b1824,2767.0,1.219,2.327,1.383e-05,0.0003246,4.252666159617431,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rlmD,b2785,977.2,0.9066,1.875,5.006e-07,2.055e-05,4.249404798356121,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nlpA,b3661,197.8,1.045,2.064,2.702e-06,8.752e-05,4.240497862106123,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pinQ,b1545,49.12,-1.503,0.3528,8.793e-05,0.001524,4.233973594593617,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ypdI,b2376,3.013,-3.561,0.08471,0.009283,0.06555,4.214184629451047,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,yfdV,b2372,10.29,-2.05,0.2414,0.0007054,0.008818,4.211991306294877,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cspC,b1823,15260.0,0.9996,1.999,1.931e-06,6.855e-05,4.162326943858119,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hisP,b2306,360.1,1.238,2.359,1.95e-05,0.0004371,4.15896096156581,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydcV,b1443,40.99,1.301,2.464,3.256e-05,0.0006597,4.13803022421133,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cheA,b1888,6620.0,1.109,2.156,7.249e-06,0.0001892,4.128894464539057,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hdeB,b3509,143.8,1.04,2.057,3.809e-06,0.0001158,4.093743098232927,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rclC,b0301,19.42,-1.62,0.3253,0.0001995,0.003022,4.0819229747951296,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjiT,b4342,1730.0,1.757,3.38,0.000371,0.005082,4.030497101124886,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yoeB,b4539,230.7,-1.141,0.4535,1.419e-05,0.0003315,3.9701282891427563,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yeaG,b1783,1501.0,1.406,2.65,8.569e-05,0.001503,3.969195673294807,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,oppA,b1243,17850.0,0.8138,1.758,3.206e-07,1.395e-05,3.951345509847294,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,modC,b0765,397.5,0.9136,1.884,1.567e-06,5.7e-05,3.8774327318576116,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mqsR,b3022,198.1,-1.508,0.3516,0.0001778,0.002759,3.8593464356773883,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hdeA,b3510,435.7,0.9925,1.99,4.703e-06,0.0001346,3.8419227780612015,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gatD,b2091,2945.0,1.719,3.292,0.0004596,0.006107,3.806161805527107,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygfM,b2880,24.9,1.437,2.708,0.0001437,0.002319,3.7860628242072125,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cheW,b1887,2842.0,1.154,2.225,2.517e-05,0.0005294,3.7807533367420096,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,bhsA,b1112,79.68,-1.723,0.3029,0.0004982,0.006542,3.763530739943617,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,downregulated,yiaA,b3562,11.01,-2.007,0.2489,0.001235,0.01363,3.74406681733981,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymjE,b4742,57.82,1.329,2.513,8.88e-05,0.001533,3.7404144761985356,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yebK,b1853,1132.0,1.5,2.829,0.0002138,0.003217,3.738823408647045,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hybO,b2997,311.9,1.401,2.64,0.0001426,0.002309,3.693843069983036,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,argO,b2923,207.5,-0.996,0.5014,7.689e-06,0.0001995,3.685256871577324,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybcO,b0549,1.893,-3.545,0.08565,0.01488,0.09225,3.6691942012237577,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mlc,b1594,1013.0,1.664,3.169,0.0004975,0.006542,3.6346576617911652,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tar,b1886,5740.0,1.253,2.384,6.978e-05,0.001269,3.6293625875153346,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhjG,b3524,813.0,0.9192,1.891,3.701e-06,0.0001133,3.6269518668535654,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yeaH,b1784,405.6,1.353,2.555,0.0001266,0.002104,3.621919119893258,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fdoI,b3892,6754.0,0.9065,1.875,3.644e-06,0.0001123,3.5803307509489883,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rbsC,b3750,1952.0,1.807,3.499,0.000901,0.01046,3.5787062460520214,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,flgN,b1070,2318.0,0.8615,1.817,2.065e-06,7.051e-05,3.5767320093057284,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fumB,b4122,172.1,0.8703,1.828,2.323e-06,7.811e-05,3.574577413117729,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybcN,b0547,2.762,-2.875,0.1363,0.00771,0.05722,3.572049921275924,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhfZ,b3383,287.0,1.351,2.551,0.0001593,0.002517,3.5114067757941623,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gatB,b2093,8055.0,1.465,2.76,0.000293,0.004181,3.484824554538643,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sroC,b4763,126.7,1.101,2.145,3.476e-05,0.000698,3.4749151796919,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nupC,b2393,4813.0,1.022,2.031,1.804e-05,0.0004105,3.4611939489925203,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,eutP,b2461,14.42,1.952,3.869,0.001642,0.01723,3.4427711384214486,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,frdB,b4153,1234.0,1.606,3.044,0.0005602,0.007269,3.4344716818153875,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,manY,b1818,13530.0,1.628,3.092,0.0006073,0.007789,3.4326677861492607,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glnD,b0167,1933.0,0.8805,1.841,4.43e-06,0.0001296,3.422851296148807,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygjH,b3074,28.82,1.797,3.475,0.001158,0.01285,3.3983010795818376,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fucP,b2801,77.32,1.663,3.168,0.0007503,0.009143,3.390709459025989,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gltF,b3214,174.0,0.927,1.901,8.837e-06,0.0002241,3.3831403989919986,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rutC,b1010,43.82,2.609,6.1,0.006852,0.05261,3.336732800611212,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,alsA,b4087,70.33,2.134,4.39,0.002987,0.02761,3.3267642882318125,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nuoB,b2287,6731.0,0.8599,1.815,4.854e-06,0.0001363,3.3239470135677642,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ndh,b1109,5338.0,-1.236,0.4245,0.0001239,0.002067,3.318239170888672,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,ybaE,b0445,311.5,2.461,5.505,0.005701,0.04518,3.310177336375929,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pheL,b2598,21.81,3.13,8.756,0.01393,0.0882,3.300683328537404,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,flgL,b1083,5403.0,0.9938,1.991,2.232e-05,0.0004903,3.289018970491948,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,norR,b2709,138.1,-1.201,0.4351,0.0001072,0.00183,3.2877962412337545,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydcC,b1460,18.23,-1.64,0.3208,0.0008383,0.009895,3.2875180903904386,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nhaA,b0019,687.3,-0.8742,0.5455,6.774e-06,0.0001811,3.27132769073545,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjiH,b4330,16.82,1.668,3.178,0.0009557,0.01102,3.2656411003477017,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,modB,b0764,246.7,0.8978,1.863,9.616e-06,0.0002397,3.250334039044586,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gltD,b3213,2214.0,1.173,2.255,0.0001085,0.001838,3.2089227202302415,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,oppD,b1246,3554.0,0.7639,1.698,1.946e-06,6.855e-05,3.180873901974006,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tisB,b4618,443.0,-0.967,0.5116,2.418e-05,0.0005184,3.1769189519019267,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pdeL,b0315,214.7,-1.408,0.3767,0.0004138,0.005599,3.1706604617670626,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nac,b1988,3122.0,2.568,5.929,0.007931,0.05857,3.1646100246961986,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dsdA,b2366,10740.0,1.799,3.48,0.001713,0.01776,3.1492521123647945,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,frdA,b4154,3790.0,1.622,3.079,0.001003,0.01144,3.1492329883307373,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mtlA,b3599,1955.0,1.21,2.314,0.0001599,0.002517,3.144931309186481,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ndk,b2518,4170.0,0.9605,1.946,2.659e-05,0.0005567,3.125830816934686,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygdI,b2809,146.2,0.9926,1.99,3.653e-05,0.0007206,3.119052679721071,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,shoB,b4687,263.6,-0.9483,0.5183,2.493e-05,0.0005293,3.1069134939280807,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ykfM,b4586,8.391,-1.866,0.2743,0.002195,0.02173,3.1030465506859013,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gfcA,b0987,114.9,-1.616,0.3263,0.001091,0.01231,3.086142986462993,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rhsC,b0700,189.4,-0.9236,0.5272,2.124e-05,0.0004689,3.0745902970423984,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ptsH,b2415,11190.0,1.245,2.37,0.0002337,0.003446,3.066042484975548,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhfY,b3382,41.0,1.5,2.828,0.0007754,0.009301,3.047205533437741,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ucpA,b2426,2867.0,1.554,2.937,0.0009807,0.01126,3.027909341139181,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,murR,b2427,108.7,1.69,3.227,0.001526,0.01616,3.027734107618821,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cheR,b1884,1030.0,1.081,2.116,9.288e-05,0.001592,3.024699548462816,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fucO,b2799,185.5,1.676,3.196,0.001479,0.01578,3.0199726698881793,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fdoG,b3894,46880.0,0.761,1.695,3.487e-06,0.0001082,3.0179530545536113,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gdhA,b1761,1356.0,1.061,2.087,8.464e-05,0.001491,2.9989402202963724,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rbsA,b3749,2420.0,1.62,3.073,0.001342,0.01463,2.9723041916769963,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,upregulated,garP,b3127,47.25,2.055,4.155,0.004228,0.03581,2.9715211203205394,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yghR,b2984,4.627,-2.694,0.1545,0.01206,0.07897,2.9702370001928076,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glpK,b3926,21100.0,1.565,2.959,0.001151,0.0128,2.962216397501086,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,xdhD,b2881,134.4,0.8169,1.762,9.972e-06,0.0002459,2.9483893578733418,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,thiH,b3990,4726.0,0.5889,1.504,2.233e-07,1.076e-05,2.925765753413545,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gluQ,b0144,546.2,0.8757,1.835,2.118e-05,0.0004689,2.9151350401905898,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ebgA,b3076,215.2,1.393,2.626,0.0006651,0.008362,2.894221942642347,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dmlR,b1799,243.6,1.843,3.588,0.002903,0.02704,2.8898116753621306,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hypD,b2729,173.3,0.9671,1.955,5.666e-05,0.00107,2.8728829486006338,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gfcB,b0986,16.17,-1.833,0.2807,0.002977,0.02761,2.8575252766302306,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rbsK,b3752,2154.0,1.495,2.819,0.001129,0.01263,2.8384019909197806,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygiV,b3023,85.69,-0.9665,0.5118,6.236e-05,0.001158,2.837925677348195,input
