gene_id,gene,CAZ_2,CAZ_3,CAZ_4,Wu_2,Wu_3,Wu_4
b2923,b2923,35,41,31,15,24,32
b2924,b2924,590,859,691,931,1515,1128
b2925,b2925,11210,15181,12118,11677,13020,12744
b2926,b2926,5874,7944,10186,6448,7314,7199
b2927,b2927,1212,1532,2012,1095,1220,1146
b2928,b2928,189,268,342,151,182,136
b2929,b2929,195,288,337,163,184,204
b2930,b2930,9,12,4,4,12,10
b2933,b2933,8,16,12,7,8,4
b2934,b2934,4,3,0,1,4,1
b2935,b2935,4817,5502,4747,3484,3048,3271
b2936,b2936,1950,2390,2714,3273,2728,2741
b2937,b2937,1746,2791,1565,2075,2511,2172
b2938,b2938,2439,3869,2353,2651,3617,3075
b2939,b2939,176,218,175,44,39,28
b2940,b2940,8,5,10,2,0,2
b2942,b2942,1459,2346,3103,6538,4005,6582
b2943,b2943,90,97,114,62,113,63
b2944,b2944,30,31,31,11,12,9
b2945,b2945,21,22,19,12,10,12
b2946,b2946,285,331,389,256,323,245
b2947,b2947,958,1053,1199,931,811,786
b2948,b2948,916,1186,1207,686,633,547
b2949,b2949,374,437,446,275,268,184
b2950,b2950,28,26,31,27,38,28
b2951,b2951,373,484,494,182,259,183
b2952,b2952,377,455,388,266,253,227
b2953,b2953,34,35,32,14,31,18
b2954,b2954,228,269,222,114,145,86
b2955,b2955,434,545,329,283,332,225
b2956,b2956,20,29,22,11,9,6
b2957,b2957,866,767,1437,477,316,759
b2958,b2958,221,307,361,232,301,201
b2959,b2959,560,775,628,598,651,574
b2960,b2960,262,472,398,346,454,329
b2961,b2961,507,584,587,381,379,285
b2962,b2962,85,116,74,98,144,120
b2963,b2963,208,255,180,85,145,109
b2964,b2964,244,300,347,542,478,495
b2965,b2965,599,807,631,264,319,245
b2966,b2966,572,658,710,473,477,497
b2967,b2967,7,4,4,0,6,3
b2968,b2968,12,18,15,21,16,11
b2969,b2969,2,8,9,6,2,1
b2970,b2970,2,3,0,0,2,0
b2971,b2971,1,2,1,0,3,0
b2972,b2972,40,43,31,12,11,11
b2975,b2975,100,271,102,67,56,50
b2976,b2976,2940,6785,1407,1682,2319,2153
b2977,b2977,349,755,152,190,225,220
b2979,b2979,1279,2284,949,1180,1213,1048
b2980,b2980,793,879,614,448,509,388
b2981,b2981,16,20,25,13,21,11
b2982,b2982,0,1,0,0,0,0
b2983,b2983,3,7,10,5,4,10
b2984,b2984,4,1,2,2,2,0
b2985,b2985,3,3,5,4,1,1
b2986,b2986,5,3,2,0,0,0
b2987,b2987,10,13,29,11,19,14
b2988,b2988,1139,1344,1612,1454,1313,1316
b2989,b2989,1108,1489,1373,1505,1652,1641
b2990,b2990,27,30,100,28,49,24
b2991,b2991,23,14,33,14,14,9
b2992,b2992,87,77,251,50,64,54
b2993,b2993,150,125,445,98,110,85
b2994,b2994,595,559,1247,297,318,361
b2995,b2995,218,198,319,120,132,106
b2996,b2996,381,352,433,222,235,227
b2997,b2997,986,947,1030,664,679,651
b2998,b2998,4,4,4,2,6,4
b3001,b3001,824,1013,1304,2185,1844,2021
b3002,b3002,609,725,616,173,190,191
b3003,b3003,401,637,318,641,725,784
b3005,b3005,452,628,758,630,537,509
b3006,b3006,756,837,1286,971,797,737
b3008,b3008,321,447,683,738,449,603
b3009,b3009,1598,2091,2900,1994,2323,2010
b3010,b3010,24,33,46,32,68,53
b3011,b3011,172,205,272,418,482,528
b3012,b3012,792,1345,959,1576,2123,2074
b3013,b3013,31,24,30,27,32,13
b3014,b3014,9,11,12,10,11,6
b3017,b3017,807,972,1101,1044,1038,982
b3018,b3018,251,372,281,296,298,206
b3019,b3019,1822,2080,1944,1465,1533,1406
b3020,b3020,200,219,204,300,295,241
b3021,b3021,171,219,195,165,207,221
b3022,b3022,99,89,99,102,163,142
b3023,b3023,152,175,76,156,254,179
b3024,b3024,4868,6188,4472,6229,8943,8456
b3025,b3025,77,98,98,87,71,69
b3026,b3026,93,91,155,119,139,113
b3027,b3027,6,3,6,4,4,4
b3028,b3028,105,104,94,193,175,179
b3029,b3029,1276,1523,1835,1823,2049,1885
b3030,b3030,1296,1645,1668,1115,1111,990
b3031,b3031,361,359,498,538,491,577
b3032,b3032,1620,1946,2468,3067,2492,2763
b3033,b3033,82,142,121,72,80,73
b3034,b3034,289,302,461,187,232,183
b3035,b3035,5011,5888,6314,3330,3662,3327
b3037,b3037,4026,4530,5008,3507,3853,3601
b3038,b3038,3220,3890,3988,2700,2984,2517
b3039,b3039,78,109,153,123,150,112
b3040,b3040,659,859,991,1202,1268,1214
b3041,b3041,1835,2048,2243,3079,2279,2706
b3042,b3042,557,724,953,422,438,487
b3043,b3043,8,8,3,0,1,1
b3044,b3044,0,0,0,0,0,0
b3045,b3045,0,0,0,0,0,0
b3046,b3046,9,7,19,6,10,5
b3047,b3047,1,1,1,0,0,0
b3048,b3048,11,9,1,6,1,5
b3049,b3049,803,1058,811,1347,2339,2088
b3050,b3050,477,606,542,59,76,96
b3051,b3051,1105,1271,1406,104,92,72
b3052,b3052,652,911,609,779,894,814
b3053,b3053,688,970,718,1565,1692,1462
b3054,b3054,311,384,369,546,638,585
b3055,b3055,821,1044,1046,363,268,290
b3056,b3056,1094,1377,1509,1978,2039,1774
b3057,b3057,171,212,226,145,215,153
b3058,b3058,68,58,63,32,42,40
b3059,b3059,302,356,484,272,268,203
b3060,b3060,54,60,77,39,41,33
b3061,b3061,3,8,4,0,2,4
b3062,b3062,6,3,6,1,7,3
b3063,b3063,10,8,13,9,21,16
b3064,b3064,770,875,827,606,509,426
b3065,b3065,6661,7080,6867,2128,2322,1692
b3066,b3066,1790,2279,2476,1133,1405,1061
b3067,b3067,4259,5928,7393,5528,6592,5483
b3068,b3068,358,432,411,594,779,731
b3069,b3069,2,4,0,2,0,0
b3070,b3070,75,77,44,78,80,64
b3071,b3071,64,65,44,108,143,142
b3072,b3072,219,254,173,100,180,121
b3073,b3073,784,1250,555,2538,3184,2441
b3074,b3074,41,27,117,108,129,88
b3075,b3075,706,908,1040,519,403,440
b3076,b3076,123,113,137,243,207,172
b3077,b3077,26,19,19,16,20,20
b3078,b3078,17,20,30,31,33,19
b3079,b3079,0,2,2,0,4,1
b3080,b3080,34,24,48,22,41,22
b3081,b3081,1473,1811,1173,1775,1968,1298
b3082,b3082,37,27,40,39,31,30
b3083,b3083,13,8,16,4,8,5
b3084,b3084,643,801,616,176,159,125
b3085,b3085,78,80,91,102,89,117
b3086,b3086,3,7,7,5,6,4
b3087,b3087,1419,1760,2082,2995,2457,2673
b3088,b3088,300,368,376,79,244,101
b3089,b3089,780,889,557,826,935,669
b3090,b3090,46,44,74,29,35,27
b3091,b3091,289,261,292,304,252,318
b3092,b3092,334,331,422,401,308,409
b3093,b3093,244,334,345,336,449,358
b3094,b3094,1441,1954,2548,1738,1839,1970
b3095,b3095,1070,1425,1823,571,777,637
b3096,b3096,285,354,398,104,181,120
b3097,b3097,2005,2858,1720,2034,2959,2626
b3098,b3098,650,1131,586,813,1401,1113
b3099,b3099,1463,2214,1251,1805,2811,2405
b3100,b3100,1375,2147,1349,1992,2885,2484
b3101,b3101,52,82,89,67,69,61
b3102,b3102,358,663,371,844,1243,1064
b3103,b3103,229,293,211,432,678,579
b3104,b3104,8,3,10,5,3,4
b3105,b3105,350,415,423,266,253,174
b3106,b3106,31,38,23,57,63,44
b3107,b3107,343,369,341,328,270,266
b3110,b3110,62,38,69,38,24,41
b3113,b3113,140,133,813,22,14,11
b3114,b3114,681,797,5014,283,96,133
b3115,b3115,230,257,1447,318,123,198
b3116,b3116,494,498,3030,1228,486,570
b3117,b3117,294,325,1283,1268,525,595
b3118,b3118,186,249,718,1755,658,600
b3119,b3119,0,0,0,1,0,1
b3120,b3120,1,0,2,5,0,1
b3121,b3121,1,3,2,0,2,0
b3123,b3123,192134,236410,164663,135243,189008,148730
b3124,b3124,101,112,73,132,161,137
b3125,b3125,110,143,68,111,118,130
b3126,b3126,26,37,28,28,48,27
b3127,b3127,53,46,41,24,30,20
b3128,b3128,151,173,185,247,284,224
b3129,b3129,78,96,170,166,199,237
b3130,b3130,110,134,254,275,282,274
b3131,b3131,416,504,764,623,670,553
b3132,b3132,16,15,24,55,47,50
b3133,b3133,19,25,8,40,47,54
b3134,b3134,1,9,6,20,12,27
b3135,b3135,35,34,23,72,89,112
b3136,b3136,2,1,5,6,1,4
b3137,b3137,3,0,4,4,7,4
b3138,b3138,1,1,0,0,0,0
b3139,b3139,2,3,5,1,1,0
b3140,b3140,2,4,12,2,9,4
b3141,b3141,5,1,2,2,3,0
b3142,b3142,4,11,9,4,4,2
b3143,b3143,0,3,0,0,0,0
b3144,b3144,36,22,51,20,22,22
b3145,b3145,45,61,66,56,42,46
b3146,b3146,233,302,317,148,175,153
b3147,b3147,1067,1306,1444,1188,1373,1140
b3148,b3148,44,53,42,59,69,62
b3149,b3149,417,517,409,405,423,341
b3150,b3150,574,664,490,509,508,386
b3151,b3151,165,221,273,158,199,141
b3152,b3152,173,217,231,297,365,346
b3153,b3153,180,234,158,454,460,485
b3154,b3154,169,226,315,146,142,125
b3155,b3155,59,66,83,40,43,47
b3156,b3156,1095,1419,2400,1702,1263,1581
b3157,b3157,1288,1662,2759,1875,1432,2026
b3158,b3158,92,88,79,91,63,66
b3159,b3159,59,64,61,72,45,64
b3160,b3160,342,331,235,259,367,248
b3161,b3161,501,1600,2417,4578,6809,10167
b3162,b3162,8076,11736,13726,6431,7890,5798
b3163,b3163,11492,15495,19535,9591,10532,8750
b3164,b3164,14690,17586,15790,10365,11367,9980
b3165,b3165,6432,7792,6633,3482,3678,3078
b3166,b3166,973,1370,1218,802,1063,833
b3167,b3167,521,862,669,613,789,736
b3168,b3168,8781,12319,8264,8610,10227,8859
b3169,b3169,4213,5295,4164,2963,3468,2775
b3170,b3170,986,1264,1180,702,820,606
b3171,b3171,49,52,56,31,49,42
b3172,b3172,318,504,386,520,683,566
b3173,b3173,16,28,37,22,31,33
b3174,b3174,0,2,1,1,4,2
b3175,b3175,2959,3550,3777,1011,1006,1020
b3176,b3176,2051,2363,1940,1598,1654,1564
b3177,b3177,177,216,166,140,180,174
b3178,b3178,8098,10720,13929,12361,16707,12093
b3179,b3179,2510,3562,6160,3535,4709,3406
b3180,b3180,1213,1178,1135,535,588,496
b3181,b3181,446,744,859,428,490,410
b3182,b3182,322,356,334,301,290,218
b3183,b3183,1056,1561,1298,1994,2465,1780
b3184,b3184,644,896,861,749,958,583
b3185,b3185,2169,2722,2723,1115,1151,731
b3186,b3186,3270,4120,3903,1192,1216,922
b3187,b3187,1996,2607,2805,1902,1876,1713
b3188,b3188,118,134,128,37,49,45
b3189,b3189,1167,1490,1253,962,1004,887
b3190,b3190,255,276,256,120,123,88
b3191,b3191,251,326,232,269,341,293
b3192,b3192,928,1269,1059,1027,1116,1120
b3193,b3193,266,336,289,297,442,311
b3194,b3194,400,458,577,448,610,405
b3195,b3195,645,893,912,629,700,593
b3196,b3196,336,385,437,304,367,312
b3197,b3197,610,824,1028,564,590,573
b3198,b3198,481,590,677,494,704,531
b3199,b3199,364,456,506,429,513,458
b3200,b3200,412,535,435,528,656,516
b3201,b3201,530,702,538,736,926,728
b3202,b3202,1857,2466,2395,3001,3570,2949
b3203,b3203,678,1087,878,497,477,375
b3204,b3204,921,1231,1128,1273,1337,1373
b3205,b3205,791,1239,904,1178,1233,1231
b3206,b3206,39,55,41,62,66,57
b3207,b3207,2733,3487,4495,5414,7585,5890
b3208,b3208,155,146,259,156,132,119
b3209,b3209,363,513,593,631,544,697
b3210,b3210,1410,1756,2344,2614,2111,2237
b3211,b3211,51,69,72,90,66,72
b3212,b3212,905,992,723,981,985,1033
b3213,b3213,415,432,276,533,560,520
b3214,b3214,6,6,11,4,9,4
b3215,b3215,1,0,0,0,1,0
b3216,b3216,38,33,46,19,19,13
b3218,b3218,0,0,0,0,0,0
b3219,b3219,25,27,46,17,20,14
b3220,b3220,41,59,98,13,35,23
b3221,b3221,86,134,59,141,185,129
b3222,b3222,107,157,105,234,290,211
b3223,b3223,91,112,106,239,224,186
b3224,b3224,207,286,202,472,469,469
b3225,b3225,169,185,203,292,267,255
b3226,b3226,629,801,857,890,820,938
b3227,b3227,11,13,22,13,15,12
b3228,b3228,1177,1235,1740,799,830,666
b3229,b3229,2776,3212,4603,2119,1955,1958
b3230,b3230,6106,7238,7224,4999,4053,4509
b3231,b3231,8206,9111,9233,5429,4505,4838
b3232,b3232,592,669,594,343,378,244
b3233,b3233,2182,2632,3454,2921,3133,2894
b3234,b3234,528,729,756,659,682,670
b3235,b3235,444,581,591,303,379,274
b3236,b3236,24320,24042,10506,11284,13376,12285
b3237,b3237,393,491,689,863,641,993
b3238,b3238,338,339,288,44,130,67
b3239,b3239,67,106,51,125,291,174
b3240,b3240,68,72,111,56,82,54
b3241,b3241,41,37,57,22,38,14
b3242,b3242,3,8,10,2,11,1
b3243,b3243,392,584,915,353,357,364
b3244,b3244,1488,2089,2623,2148,2627,2182
b3247,b3247,529,624,501,635,839,644
b3248,b3248,159,201,148,172,218,155
b3249,b3249,121,139,71,95,118,82
b3250,b3250,1154,1258,908,612,669,441
b3251,b3251,3791,4684,4307,1842,1951,1479
b3252,b3252,568,768,949,458,459,344
b3253,b3253,432,582,438,784,858,773
b3255,b3255,1431,1670,1720,1185,1226,1045
b3256,b3256,2820,3163,2708,2445,2496,1944
b3257,b3257,19,9,40,8,16,9
b3258,b3258,134,180,156,168,152,103
b3259,b3259,283,412,379,354,334,311
b3260,b3260,3938,4919,5059,1353,1159,857
b3261,b3261,746,908,1012,298,321,218
b3262,b3262,33,27,36,8,1,14
b3263,b3263,93,107,107,9,6,10
b3264,b3264,1,3,4,1,0,0
b3265,b3265,2,3,2,1,0,0
b3266,b3266,102,129,157,112,130,118
b3267,b3267,258,356,365,304,827,512
b3268,b3268,75,131,44,119,112,82
b3269,b3269,9,18,11,11,12,3
b3270,b3270,14,12,11,20,26,12
b3271,b3271,19,28,17,18,15,15
b3272,b3272,0,0,0,0,0,0
b3273,b3273,0,0,0,0,0,0
b3274,b3274,0,0,0,0,0,0
b3275,b3275,1,0,0,0,0,0
b3276,b3276,0,0,0,0,0,0
b3277,b3277,0,0,0,0,0,0
b3278,b3278,0,1,0,0,0,0
b3279,b3279,297,357,361,294,343,319
b3280,b3280,120,141,81,152,227,134
b3281,b3281,284,405,294,599,619,520
b3282,b3282,224,265,225,439,505,455
b3283,b3283,391,560,519,716,845,841
b3284,b3284,1206,1658,1968,2034,2039,2154
b3287,b3287,1841,2677,2708,2744,3357,3116
b3288,b3288,2604,3294,2952,3505,4104,3331
b3289,b3289,1375,1826,1509,1549,1910,1408
b3290,b3290,608,783,642,786,1065,818
b3291,b3291,280,397,349,291,460,381
b3292,b3292,133,181,330,231,256,237
b3293,b3293,141,189,343,267,287,241
b3294,b3294,4670,6305,5086,4471,4998,4949
b3295,b3295,13565,19961,16580,15590,16386,15990
b3296,b3296,8125,11948,10161,9202,9211,9248
b3297,b3297,3488,4521,4098,3478,3542,3329
b3298,b3298,5519,7223,7292,4837,5286,5051
b3299,b3299,1301,1949,1918,1468,1761,1644
b3300,b3300,20620,29290,26939,24606,24594,24941
b3301,b3301,6691,9344,7857,7664,7449,7912
b3302,b3302,25,28,26,44,52,22
b3303,b3303,6794,9626,7675,6392,6363,6758
b3304,b3304,2410,3249,2574,2466,2325,2422
b3305,b3305,8244,10716,8345,7213,6750,6970
b3306,b3306,5711,7557,5854,4487,4327,4111
b3307,b3307,4989,6900,5259,4446,4397,4272
b3308,b3308,12924,17449,14406,10022,9725,9860
b3309,b3309,3725,4709,3843,2702,3064,2767
b3310,b3310,14808,18927,16479,9415,9661,9089
b3311,b3311,963,1754,1453,1137,1455,1538
b3312,b3312,49,69,41,69,69,79
b3313,b3313,2788,4106,3710,3212,3074,3383
b3314,b3314,7799,11501,10394,8987,8203,8997
b3315,b3315,2002,3109,2620,2011,2031,2087
b3316,b3316,869,1240,1022,865,769,862
b3317,b3317,9572,12815,10975,7709,7184,7472
b3318,b3318,1232,1800,1459,1086,1014,928
b3319,b3319,5316,7326,6394,4258,3827,3645
b3320,b3320,10515,13823,12086,6978,6282,6271
b3321,b3321,8703,11198,10416,5336,4619,4416
b3322,b3322,10,12,17,19,24,18
b3323,b3323,15,12,7,0,6,3
b3324,b3324,3,6,4,1,0,5
b3325,b3325,34,26,32,18,24,14
b3326,b3326,7,9,11,3,4,3
b3327,b3327,6,8,3,8,9,5
b3328,b3328,1,1,2,0,3,0
b3329,b3329,1,1,6,2,1,2
b3330,b3330,0,0,1,1,0,0
b3331,b3331,1,3,1,1,0,0
b3332,b3332,3,3,6,1,4,2
b3333,b3333,9,13,9,6,9,7
b3334,b3334,3,2,1,3,2,4
b3335,b3335,25,21,21,19,14,29
b3336,b3336,1590,2554,1610,2575,4410,3827
b3337,b3337,40,57,40,135,121,104
b3338,b3338,245,276,339,274,352,323
b3339,b3339,107,171,115,237,260,312
b3340,b3340,39875,54905,34070,40140,42426,42682
b3341,b3341,6389,8730,6310,4010,4436,4069
b3342,b3342,8185,11550,8878,5312,5490,4791
b3343,b3343,55,45,81,31,86,53
b3344,b3344,48,62,51,29,28,41
b3345,b3345,116,137,134,85,107,73
b3346,b3346,576,659,896,378,444,362
b3347,b3347,3444,3880,4315,1888,1960,1700
b3348,b3348,226,260,186,127,150,117
b3349,b3349,6537,7882,7064,3631,3828,3286
b3350,b3350,200,276,312,226,329,150
b3351,b3351,163,217,201,118,168,123
b3352,b3352,579,722,675,486,585,386
b3353,b3353,192,231,157,175,185,128
b3354,b3354,12,15,5,10,21,16
b3355,b3355,347,460,482,306,355,324
b3356,b3356,1053,1117,1369,1041,753,756
b3357,b3357,8173,10253,12034,7627,7361,7711
b3358,b3358,717,886,982,975,986,710
b3359,b3359,90,100,114,93,113,90
b3360,b3360,117,134,120,93,116,113
b3361,b3361,555,723,416,839,1047,866
b3362,b3362,9,5,5,11,6,7
b3363,b3363,852,1144,1047,338,390,378
b3364,b3364,64,141,113,17,26,20
b3365,b3365,59,85,795,3659,148,1590
b3366,b3366,5,2,163,247,4,110
b3367,b3367,6,13,65,65,6,30
b3368,b3368,384,485,537,437,376,358
b3369,b3369,3,3,9,5,4,4
b3370,b3370,5,8,4,9,4,10
b3371,b3371,30,29,34,39,40,41
b3374,b3374,46,25,57,46,54,29
b3375,b3375,157,193,296,192,149,143
b3376,b3376,29,34,45,56,57,59
b3377,b3377,18,21,15,22,17,31
b3378,b3378,2,4,2,6,2,2
b3379,b3379,7,8,16,11,8,7
b3380,b3380,15,16,17,13,7,8
b3381,b3381,10,21,16,21,18,6
b3382,b3382,16,21,27,43,41,54
b3383,b3383,106,124,239,233,231,225
b3384,b3384,993,1449,1043,1133,1283,1189
b3385,b3385,289,445,283,399,395,330
b3386,b3386,344,503,327,348,393,346
b3387,b3387,273,325,272,241,286,181
b3388,b3388,2068,2889,2488,2989,3649,2890
b3389,b3389,1979,2629,2918,2409,2536,2147
b3390,b3390,1652,2057,2827,1529,1643,1342
b3391,b3391,31,45,57,30,35,28
b3392,b3392,2,3,0,2,3,1
b3393,b3393,3,9,2,1,8,8
b3394,b3394,4,13,13,7,11,11
b3395,b3395,38,66,70,97,58,71
b3396,b3396,834,866,799,415,419,299
b3397,b3397,904,1106,767,374,400,265
b3398,b3398,950,1155,1262,942,1022,819
b3399,b3399,376,475,449,250,286,247
b3400,b3400,165,213,325,173,237,180
b3401,b3401,640,824,903,716,858,731
b3402,b3402,199,269,274,238,297,249
b3403,b3403,13084,13428,8862,8241,7595,8455
b3404,b3404,477,578,608,557,689,570
b3405,b3405,853,1078,1365,860,934,994
b3406,b3406,145,213,208,128,131,142
b3407,b3407,510,643,537,509,554,479
b3408,b3408,216,232,508,707,495,718
b3409,b3409,1615,2422,5063,5500,3903,4598
b3410,b3410,61,77,181,155,136,127
b3411,b3411,41,39,47,45,38,42
b3412,b3412,245,315,285,257,262,211
b3413,b3413,230,284,363,308,362,265
b3414,b3414,807,1028,1526,1025,1159,1192
b3415,b3415,75,119,171,124,127,119
b3416,b3416,443,700,529,805,963,855
b3417,b3417,296,484,334,540,638,674
b3418,b3418,4030,5021,5184,7663,6890,6781
b3421,b3421,68,106,71,157,223,151
b3422,b3422,44,57,59,66,62,84
b3423,b3423,201,255,242,131,137,118
b3424,b3424,237,305,242,125,151,121
b3425,b3425,131,141,106,41,62,62
b3426,b3426,367,573,391,2567,2660,2718
b3427,b3427,35,47,37,27,39,32
b3428,b3428,3166,4966,3677,5521,6567,5804
b3429,b3429,1946,3052,2248,3610,3993,3470
b3430,b3430,1328,2039,1473,2622,2804,2823
b3431,b3431,1427,2240,1751,2884,3291,3053
b3432,b3432,2074,3140,2632,3464,4079,3631
b3433,b3433,2782,3760,3602,3460,3648,3336
b3434,b3434,182,202,280,110,119,75
b3437,b3437,20,31,30,28,20,34
b3438,b3438,929,1147,1202,995,946,904
b3439,b3439,388,502,532,536,661,620
b3440,b3440,510,686,838,588,823,761
b3441,b3441,89,100,109,114,121,114
b3442,b3442,3,1,0,0,2,0
b3443,b3443,0,0,0,1,0,0
b3444,b3444,0,0,0,0,0,0
b3445,b3445,0,0,0,0,0,0
b3446,b3446,13,24,17,17,29,24
b3447,b3447,570,893,320,835,1115,820
b3448,b3448,681,1124,1166,1585,2297,2306
b3449,b3449,432,663,134,592,746,615
b3450,b3450,422,701,79,560,956,655
b3451,b3451,56,93,13,93,173,100
b3452,b3452,41,71,11,49,103,54
b3453,b3453,393,533,155,260,460,287
b3454,b3454,19,11,10,14,20,14
b3455,b3455,15,8,8,10,17,7
b3456,b3456,22,26,29,34,28,23
b3457,b3457,14,9,8,23,16,14
b3458,b3458,15,29,14,28,26,18
b3459,b3459,292,365,391,187,218,140
b3460,b3460,82,75,59,46,74,49
b3461,b3461,6237,8752,10925,4721,5925,5114
b3462,b3462,393,636,518,803,973,912
b3463,b3463,344,426,386,393,445,387
b3464,b3464,1193,1107,1362,827,902,771
b3465,b3465,165,200,200,208,183,207
b3466,b3466,27,33,39,30,35,42
b3467,b3467,75,94,98,78,87,85
b3468,b3468,371,457,448,542,541,590
b3469,b3469,974,1051,700,4979,4846,5422
b3470,b3470,228,242,247,108,83,71
b3471,b3471,125,172,166,101,86,77
b3472,b3472,4611,5600,5102,2878,3491,3303
b3473,b3473,104,135,208,112,127,103
b3474,b3474,127,168,125,228,385,248
b3475,b3475,125,160,152,142,155,112
b3476,b3476,105,95,300,251,27,132
b3477,b3477,18,28,58,120,39,93
b3478,b3478,10,15,53,79,22,41
b3479,b3479,18,13,38,61,32,57
b3480,b3480,21,23,59,47,26,40
b3481,b3481,30,58,55,23,26,31
b3482,b3482,13,6,10,2,10,9
b3483,b3483,3,2,1,0,5,1
b3484,b3484,0,1,2,3,0,2
b3485,b3485,123,151,121,328,376,322
b3486,b3486,381,485,573,801,999,859
b3487,b3487,619,751,1307,591,714,599
b3488,b3488,23,41,26,27,34,34
b3491,b3491,39,106,90,3160,6038,4009
b3492,b3492,203,275,265,205,184,168
b3493,b3493,2073,2550,2268,1090,1102,874
b3494,b3494,869,1453,1181,3603,5405,4593
b3495,b3495,2859,4015,5389,3237,2905,3608
b3496,b3496,941,1103,1235,1468,1718,1417
b3497,b3497,101,161,148,216,311,218
b3498,b3498,1333,1712,1541,2243,2990,2642
b3499,b3499,725,930,1124,963,1037,909
b3500,b3500,1592,1995,1822,1999,2311,2075
b3501,b3501,489,680,905,237,280,230
b3502,b3502,836,1319,2095,530,738,592
b3503,b3503,362,449,899,169,220,210
b3504,b3504,2,3,4,1,5,0
b3505,b3505,0,0,0,1,1,0
b3506,b3506,2468,4670,3709,10672,16460,14630
b3507,b3507,26,50,63,163,313,193
b3508,b3508,82,259,208,1297,1721,905
b3509,b3509,941,2758,2243,9242,12707,9503
b3510,b3510,2614,7046,7327,30975,39757,31689
b3511,b3511,347,1231,1042,6952,10116,7766
b3512,b3512,912,2273,1711,3912,6024,4379
b3513,b3513,213,514,305,1354,2094,1445
b3514,b3514,558,1415,640,6043,10362,7181
b3515,b3515,73,170,174,327,660,401
b3516,b3516,842,1525,1468,1356,2078,1448
b3517,b3517,2,15,14,193,285,189
b3518,b3518,38,34,44,23,42,38
b3519,b3519,376,623,428,634,1099,773
b3520,b3520,25,33,39,39,67,38
b3521,b3521,16,33,29,47,63,51
b3522,b3522,221,364,206,849,1314,1046
b3523,b3523,35,38,46,76,95,93
b3524,b3524,252,416,257,890,1323,952
b3525,b3525,9,5,5,3,3,7
b3526,b3526,117,127,195,155,133,145
b3527,b3527,767,927,1110,339,383,288
b3528,b3528,2340,2729,1693,1066,1380,913
b3529,b3529,548,653,627,522,580,468
b3530,b3530,337,490,392,612,718,603
b3531,b3531,28,42,32,42,56,52
b3532,b3532,71,84,64,56,70,74
b3533,b3533,28,71,60,43,61,26
b3534,b3534,26,46,60,22,23,20
b3535,b3535,64,75,101,67,59,41
b3536,b3536,879,989,1401,941,1033,911
b3537,b3537,0,0,0,1,0,0
b3538,b3538,259,351,389,401,478,362
b3539,b3539,101,110,155,55,43,47
b3540,b3540,1822,2704,332,1337,2260,1518
b3541,b3541,1574,2039,275,1323,2327,1360
b3542,b3542,1089,1354,243,1021,1757,947
b3543,b3543,1200,1283,358,1199,2132,1140
b3544,b3544,18067,20583,10435,20440,28216,19174
b3545,b3545,1,3,1,0,2,1
b3546,b3546,1070,1175,1426,662,609,414
b3547,b3547,50,63,60,134,165,152
b3548,b3548,238,356,305,268,463,302
b3549,b3549,149,174,193,152,199,192
b3550,b3550,45,41,43,49,68,53
b3551,b3551,445,601,578,599,745,542
b3552,b3552,188,221,223,43,51,36
b3553,b3553,844,1000,892,745,636,655
b3554,b3554,2302,2847,2559,1782,2166,1761
b3555,b3555,2959,4627,2621,4381,6775,5881
b3556,b3556,30668,28869,18629,27136,42557,23985
b3557,b3557,11,12,26,9,8,5
b3558,b3558,3,4,7,5,6,0
b3559,b3559,3508,4462,4292,5462,5693,5384
b3560,b3560,1382,1637,1966,1473,1327,1264
b3561,b3561,38,51,47,27,44,31
b3562,b3562,0,1,2,0,3,7
b3563,b3563,0,2,1,2,0,1
b3564,b3564,126,166,125,181,222,184
b3565,b3565,157,174,139,233,327,284
b3566,b3566,226,247,96,152,154,206
b3567,b3567,47,68,15,40,64,54
b3568,b3568,66,89,48,76,103,76
b3569,b3569,107,129,156,61,85,70
b3570,b3570,850,1077,1302,1043,1206,999
b3571,b3571,74,99,70,101,73,80
b3572,b3572,494,630,481,497,549,437
b3573,b3573,112,120,178,161,72,127
b3574,b3574,248,288,227,161,176,157
b3575,b3575,21,27,27,27,27,14
b3576,b3576,5,0,4,1,8,0
b3577,b3577,2,0,0,0,0,0
b3578,b3578,4,3,0,2,1,5
b3579,b3579,5,4,2,4,9,6
b3580,b3580,11,16,11,17,14,16
b3581,b3581,11,6,4,11,22,14
b3582,b3582,15,20,5,11,17,25
b3583,b3583,12,22,16,30,27,22
b3584,b3584,22,21,12,31,24,14
b3585,b3585,247,321,305,181,230,182
b3586,b3586,4,14,10,14,12,12
b3587,b3587,3,3,8,15,16,8
b3588,b3588,4419,6672,7084,14283,13862,12457
b3589,b3589,1,2,4,0,6,2
b3590,b3590,1062,1357,1944,1330,1197,1169
b3591,b3591,901,1194,1711,1119,885,1153
b3592,b3592,329,475,361,289,322,247
b3593,b3593,3,5,6,4,6,5
b3594,b3594,19,29,22,15,30,14
b3595,b3595,3,8,2,4,2,6
b3596,b3596,1,0,1,2,0,0
b3597,b3597,27,66,73,179,162,148
b3598,b3598,17,20,25,49,58,59
b3599,b3599,988,1277,748,2372,2161,2157
b3600,b3600,581,803,541,963,1102,1073
b3601,b3601,85,123,134,117,128,121
b3602,b3602,531,666,739,418,481,460
